Value,Count,Clip_OutRaster_LC20_BPS_220_tif,Clip_OutRaster_LC22_EVT_230_tif,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS
4891,37467.000000000000000,1245,9327,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Interior West Ruderal Riparian Forest,Riparian
4892,4624.000000000000000,1246,7964,11600_18,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,67,-9999,113,42,Western Cool Temperate Row Crop,Agricultural
4893,3046.000000000000000,1239,7923,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Western Cool Temperate Developed Shrubland,Developed
4894,29038.000000000000000,1245,9329,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Western North American Ruderal Wet Shrubland,Riparian
4895,8855.000000000000000,1244,9003,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Great Basin Foothill and Lower Montane Riparian Woodland,Riparian
4896,1891.000000000000000,1244,7902,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Western Cool Temperate Urban Mixed Forest,Developed
4897,6824.000000000000000,2711,7964,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Western Cool Temperate Row Crop,Agricultural
4898,431.000000000000000,1218,7903,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Western Cool Temperate Urban Herbaceous,Developed
4899,8836.000000000000000,1245,7296,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Developed-Low Intensity,Developed-Low Intensity
4900,698.000000000000000,1246,7901,11600_18,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,67,-9999,113,42,Western Cool Temperate Urban Evergreen Forest,Developed
4901,464.000000000000000,1218,7901,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Western Cool Temperate Urban Evergreen Forest,Developed
4902,743.000000000000000,1216,7297,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Developed-Medium Intensity,Developed-Medium Intensity
4903,304.000000000000000,1245,7902,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Western Cool Temperate Urban Mixed Forest,Developed
4904,197.000000000000000,2711,7295,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
4905,67.000000000000000,1246,7081,11600_18,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,67,-9999,113,42,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
4906,1744.000000000000000,1246,7145,11600_18,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,67,-9999,113,42,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
4907,3964.000000000000000,1218,9328,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
4908,51037.000000000000000,1246,7126,11600_18,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,67,-9999,113,42,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
4909,10886.000000000000000,1218,7964,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Western Cool Temperate Row Crop,Agricultural
4910,342.000000000000000,1216,7298,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Developed-High Intensity,Developed-High Intensity
4911,5033.000000000000000,1216,9006,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated
4912,21.000000000000000,1246,7960,11600_18,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,67,-9999,113,42,Western Cool Temperate Orchard,Agricultural
4913,1067.000000000000000,1245,7922,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Western Cool Temperate Developed Mixed Forest,Developed
4914,3178.000000000000000,1216,7966,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Western Cool Temperate Fallow/Idle Cropland,Agricultural
4915,692.000000000000000,1246,7900,11600_18,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,67,-9999,113,42,Western Cool Temperate Urban Deciduous Forest,Developed
4916,129.000000000000000,1246,9307,11600_18,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,67,-9999,113,42,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
4917,1454.000000000000000,1216,7964,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Western Cool Temperate Row Crop,Agricultural
4918,996.000000000000000,1216,9307,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
4919,53654.000000000000000,1216,9032,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Columbia Plateau Ash and Tuff Badland,Sparsely Vegetated
4920,1631.000000000000000,1216,7965,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Western Cool Temperate Close Grown Crop,Agricultural
4921,742.000000000000000,1216,7080,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
4922,27604.000000000000000,1238,9032,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Columbia Plateau Ash and Tuff Badland,Sparsely Vegetated
4923,1377.000000000000000,1216,7968,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Western Cool Temperate Wheat,Agricultural
4924,346.000000000000000,1216,9308,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous
4925,3717.000000000000000,447,9329,11600_10_19,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,201,133,-9999,80,Western North American Ruderal Wet Shrubland,Riparian
4926,5.000000000000000,427,9512,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,253,-9999,-9999,253,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian
4927,1.000000000000000,428,7966,10700_10_19_28,Rocky Mountain Alpine Dwarf-Shrubland,Shrubland,228,-9999,-9999,228,Western Cool Temperate Fallow/Idle Cropland,Agricultural
4928,174.000000000000000,435,9005,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59,-9999,-9999,59,Inter-Mountain Basins Alkaline Closed Depression,Riparian
4929,3.000000000000000,443,9512,11450_9_10_19,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,40,160,-9999,32,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian
4930,6.000000000000000,427,7921,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,253,-9999,-9999,253,Western Cool Temperate Developed Evergreen Forest,Developed
4931,407.000000000000000,436,9005,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,Inter-Mountain Basins Alkaline Closed Depression,Riparian
4932,2.000000000000000,420,9309,10460_10_19_20,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer,401,340,-9999,184,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous
4933,40.000000000000000,429,7047,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
4934,9.000000000000000,427,7924,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,253,-9999,-9999,253,Western Cool Temperate Developed Herbaceous,Developed
4935,20.000000000000000,427,7900,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,253,-9999,-9999,253,Western Cool Temperate Urban Deciduous Forest,Developed
4936,18.000000000000000,427,9503,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,253,-9999,-9999,253,Great Basin Foothill and Lower Montane Riparian Shrubland,Riparian
4937,3324.000000000000000,447,9503,11600_10_19,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,201,133,-9999,80,Great Basin Foothill and Lower Montane Riparian Shrubland,Riparian
4938,12354.000000000000000,446,9505,11590_10_19,Rocky Mountain Montane Riparian Systems,Riparian,100,101,-9999,50,Great Basin Foothill and Lower Montane Riparian Herbaceous,Riparian
4939,17.000000000000000,434,7295,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,201,-9999,-9999,201,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
4940,1461.000000000000000,436,9505,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,Great Basin Foothill and Lower Montane Riparian Herbaceous,Riparian
4941,225.000000000000000,429,9017,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
4942,434.000000000000000,435,9505,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59,-9999,-9999,59,Great Basin Foothill and Lower Montane Riparian Herbaceous,Riparian
4943,1.000000000000000,427,7961,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,253,-9999,-9999,253,Western Cool Temperate Vineyard,Agricultural
4944,3.000000000000000,415,7903,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Western Cool Temperate Urban Herbaceous,Developed
4945,2.000000000000000,430,7921,10800_10_19,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,80,-9999,-9999,80,Western Cool Temperate Developed Evergreen Forest,Developed
4946,2.000000000000000,433,7960,11230_10_18,Columbia Plateau Steppe and Grassland,Grassland,50,-9999,-9999,50,Western Cool Temperate Orchard,Agricultural
4947,261.000000000000000,430,7145,10800_10_19,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,80,-9999,-9999,80,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
4948,21.000000000000000,415,7904,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Western Cool Temperate Urban Shrubland,Developed
4949,8519.000000000000000,436,7019,11260_1_7_8_9_10_19,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,31,-9999,-9999,31,Great Basin Pinyon-Juniper Woodland,Conifer
4950,40.000000000000000,427,9329,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,253,-9999,-9999,253,Western North American Ruderal Wet Shrubland,Riparian
4951,4.000000000000000,415,7900,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Western Cool Temperate Urban Deciduous Forest,Developed
4952,1305.000000000000000,435,9307,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59,-9999,-9999,59,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
4953,2.000000000000000,427,9505,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,253,-9999,-9999,253,Great Basin Foothill and Lower Montane Riparian Herbaceous,Riparian
4954,7.000000000000000,445,9505,11540_10_19,Inter-Mountain Basins Montane Riparian Systems,Riparian,173,-9999,-9999,173,Great Basin Foothill and Lower Montane Riparian Herbaceous,Riparian
4955,724.000000000000000,435,7019,11250_1_7_8_9_10_19,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,59,-9999,-9999,59,Great Basin Pinyon-Juniper Woodland,Conifer
4956,435.000000000000000,448,9503,11610_9_10_19,Northern Rocky Mountain Conifer Swamp,Conifer,386,-9999,-9999,386,Great Basin Foothill and Lower Montane Riparian Shrubland,Riparian
4957,878.000000000000000,423,7019,10530_10_19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,354,56,17,13,Great Basin Pinyon-Juniper Woodland,Conifer
4958,484.000000000000000,429,7963,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural
4959,556.000000000000000,1216,7967,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Western Cool Temperate Pasture and Hayland,Agricultural
4960,1.000000000000000,427,9005,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,253,-9999,-9999,253,Inter-Mountain Basins Alkaline Closed Depression,Riparian
4961,20519.000000000000000,1245,7011,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Rocky Mountain Aspen Forest and Woodland,Hardwood
4962,2.000000000000000,427,9307,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,253,-9999,-9999,253,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
4963,64.000000000000000,1245,7250,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland
4964,1219.000000000000000,1218,7139,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
4965,1178.000000000000000,1231,7134,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Columbia Basin Foothill and Canyon Dry Grassland,Grassland
4966,3.000000000000000,1231,7065,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Columbia Plateau Scabland Shrubland,Shrubland
4967,371224.000000000000000,1231,7123,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Columbia Plateau Steppe and Grassland,Grassland
4968,5816.000000000000000,1231,7139,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
4969,2476.000000000000000,1239,7901,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Western Cool Temperate Urban Evergreen Forest,Developed
4970,602.000000000000000,1239,7921,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Western Cool Temperate Developed Evergreen Forest,Developed
4971,41.000000000000000,423,9503,10530_10_19,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,354,56,17,13,Great Basin Foothill and Lower Montane Riparian Shrubland,Riparian
4972,8.000000000000000,1239,7047,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
4973,1.000000000000000,427,7019,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,253,-9999,-9999,253,Great Basin Pinyon-Juniper Woodland,Conifer
4974,6.000000000000000,427,7963,10650_1_8_9_10,Columbia Plateau Scabland Shrubland,Shrubland,253,-9999,-9999,253,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural
4975,7.000000000000000,1218,7047,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
4976,5903.000000000000000,1239,9829,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Western North American Ruderal Wet Meadow & Marsh,Riparian
4977,12.000000000000000,1228,7045,10570_18,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,504,-9999,198,142,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
4978,585.000000000000000,1245,7298,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Developed-High Intensity,Developed-High Intensity
4979,17.000000000000000,1244,7250,11540_18,Inter-Mountain Basins Montane Riparian Systems,Riparian,174,-9999,-9999,174,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland
4980,8213.000000000000000,1218,7145,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68,57,-9999,31,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
4981,767.000000000000000,1245,7923,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Western Cool Temperate Developed Shrubland,Developed
4982,19212.000000000000000,1231,9828,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
4983,24512.000000000000000,1231,9308,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous
4984,5704.000000000000000,1231,7145,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
4985,3.000000000000000,1220,7045,10170_6_7_8_9_12_18,Columbia Plateau Western Juniper Woodland and Savanna,Conifer,445,272,-9999,169,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
4986,2.000000000000000,1220,7165,10170_6_7_8_9_12_18,Columbia Plateau Western Juniper Woodland and Savanna,Conifer,445,272,-9999,169,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
4987,110.000000000000000,1239,7922,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Western Cool Temperate Developed Mixed Forest,Developed
4988,5147.000000000000000,1246,7968,11600_18,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,67,-9999,113,42,Western Cool Temperate Wheat,Agricultural
4989,10560.000000000000000,1231,9328,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
4990,18982.000000000000000,1239,9503,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Great Basin Foothill and Lower Montane Riparian Shrubland,Riparian
4991,2309.000000000000000,1231,7903,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Western Cool Temperate Urban Herbaceous,Developed
4992,155.000000000000000,1246,7902,11600_18,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,67,-9999,113,42,Western Cool Temperate Urban Mixed Forest,Developed
4993,1674.000000000000000,1245,9005,11590_18,Rocky Mountain Montane Riparian Systems,Riparian,174,-9999,-9999,174,Inter-Mountain Basins Alkaline Closed Depression,Riparian
4994,25040.000000000000000,1231,7965,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94,831,-9999,84,Western Cool Temperate Close Grown Crop,Agricultural
4995,9.000000000000000,415,7296,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Developed-Low Intensity,Developed-Low Intensity
